address,name,type,comment
0x0000f0d2,caseD_56,,
0x0000f0de,caseD_57,,
0x0000f0ea,caseD_58,,
0x0000f124,switchD,,
0x0000f128,switchdataD_0000f128,ushort,
0x0000f144,caseD_59,,
0x0000f1b6,caseD_5b,,
0x0000f1d6,caseD_5c,,
0x0000f1e2,caseD_61,,
0x0000f1f4,caseD_64,,
0x0000f200,caseD_66,,
0x0000f2b2,switchD,,
0x0000f2b6,switchdataD_0000f2b6,ushort,
0x0000f2c0,caseD_0,,
0x0000f2c4,caseD_1,,
0x0000f2c4,caseD_2,,
0x0000f2ca,caseD_3,,
0x0000f2d0,caseD_4,,
0x0000f2d6,default,,
0x0000f3c4,switchD,,
0x0000f3c8,switchdataD_0000f3c8,ushort,
0x0000f3d4,caseD_b9,,
0x0000f3de,caseD_bb,,
0x0000f3ee,caseD_bc,,
0x0000f3fe,caseD_bd,,
0x0000f40e,caseD_be,,
0x0000f640,switchD,,
0x0000f644,switchdataD_0000f644,ushort,
0x0000f652,caseD_f4,,
0x0000f670,caseD_f5,,
0x0000f68a,caseD_f7,,
0x0000f69e,caseD_f8,,
0x0000f6b2,caseD_fa,,
0x0000f70c,caseD_f9,,
0x0000f70c,caseD_5a,,
0x0000f70c,caseD_5d,,
0x0000f70c,caseD_5e,,
0x0000f70c,caseD_5f,,
0x0000f70c,caseD_60,,
0x0000f70c,caseD_62,,
0x0000f70c,caseD_63,,
0x0000f70c,caseD_65,,
0x0000f70c,caseD_ba,,
0x0000f70c,caseD_f6,,
0x0000f70c,caseD_f9,,
0x0000fc2a,switchD,,
0x0000fc2e,switchdataD_0000fc2e,ushort,
0x0000fc3a,USHORT_0000fc3a,ushort,
0x0000fc3c,USHORT_0000fc3c,ushort,
0x0000fc3e,caseD_1,,
0x0000fc52,caseD_2,,
0x0000fcac,caseD_3,,
0x0000fd06,caseD_4,,
0x0000fd26,caseD_5,,
0x0000fd54,caseD_6,,
0x0000fd9c,caseD_7,,
0x0000fde2,caseD_0,,
0x0001002a,switchD,,
0x0001002e,switchdataD_0001002e,ushort,
0x0001003a,caseD_1,,
0x00010042,caseD_2,,
0x0001004a,caseD_3,,
0x00010052,caseD_4,,
0x0001005a,caseD_5,,
0x00010062,caseD_6,,
0x00010068,default,,
0x0001185e,switchD,,
0x00011862,switchdataD_00011862,ushort,
0x0001186a,caseD_0,,
0x00011870,caseD_1,,
0x00011876,caseD_2,,
0x0001187c,caseD_3,,
0x00011880,default,,
0x00011ba6,PTR_DAT_00011ba6,pointer,
0x00011c28,vp44_status_data_collector,undefined,
0x00012104,vp44_can_pin_switching_controller,,
0x000122d0,io_control_and_can_pin_switching,,
0x000136a8,switchD,,
0x000136ac,switchdataD_000136ac,ushort,
0x000136b4,caseD_0,,
0x000137be,caseD_1,,
0x00013884,caseD_2,,
0x0001388a,caseD_3,,
0x00013d76,switchD,,
0x00013d7a,switchdataD_00013d7a,ushort,
0x00013d7e,USHORT_00013d7e,ushort,
0x00013d86,caseD_0,,
0x00013d8c,caseD_1,,
0x00013d92,caseD_2,,
0x00013d98,caseD_3,,
0x00013d9e,caseD_4,,
0x00013da4,caseD_5,,
0x00016010,switchD,,
0x00016014,switchdataD_00016014,ushort,
0x0001601c,caseD_6,,
0x00016068,caseD_3,,
0x000160b4,switchD,,
0x000160b8,switchdataD_000160b8,ushort,
0x000160e2,caseD_40,,
0x000160ec,caseD_41,,
0x000160f6,caseD_42,,
0x00016100,caseD_43,,
0x0001610a,caseD_50,,
0x0001610e,caseD_51,,
0x00016118,caseD_52,,
0x00016122,caseD_53,,
0x00016126,caseD_54,,
0x00016130,caseD_44,,
0x00016130,caseD_45,,
0x00016130,caseD_46,,
0x00016130,caseD_47,,
0x00016130,caseD_48,,
0x00016130,caseD_49,,
0x00016130,caseD_4a,,
0x00016130,caseD_4b,,
0x00016130,caseD_4c,,
0x00016130,caseD_4d,,
0x00016130,caseD_4e,,
0x00016130,caseD_4f,,
0x0001615c,caseD_4,,
0x0001617c,switchD,,
0x00016180,switchdataD_00016180,ushort,
0x000161a6,caseD_64,,
0x000161b0,caseD_65,,
0x000161ca,caseD_66,,
0x000161de,caseD_69,,
0x000161f8,caseD_70,,
0x000161f8,caseD_72,,
0x000161f8,caseD_76,,
0x00016208,caseD_71,,
0x0001621e,caseD_73,,
0x00016234,caseD_74,,
0x0001623e,caseD_75,,
0x00016248,caseD_67,,
0x00016248,caseD_68,,
0x00016248,caseD_6a,,
0x00016248,caseD_6b,,
0x00016248,caseD_6c,,
0x00016248,caseD_6d,,
0x00016248,caseD_6e,,
0x00016248,caseD_6f,,
0x00016258,caseD_5,,
0x000163e4,switchD,,
0x000163e8,switchdataD_000163e8,ushort,
0x000163f8,caseD_4a,,
0x00016400,caseD_4f,,
0x00016408,caseD_4c,,
0x00016410,caseD_51,,
0x00016416,caseD_50,,
0x00016416,caseD_4b,,
0x00016416,caseD_4d,,
0x00016416,caseD_4e,,
0x00016416,caseD_50,,
0x00016882,fuel_timing_vp44_status_check,,
0x000168a2,oil_pressure_mode_check_2,,
0x000168b4,oil_pressure_default_ramp_rate,,
0x000168be,fuel_timing_normal_mode_setup,,
0x000168f6,reset_sync_counter,,
0x0001692c,reset_fuel_ramp_counter,,
0x00016938,switchD,,
0x0001693c,switchdataD_0001693c,ushort,
0x00016946,caseD_15,,
0x00016946,caseD_17,,
0x00016946,caseD_18,,
0x00016946,caseD_19,,
0x0001697e,caseD_16,,
0x000169b4,oil_pressure_mode_0_handler,,
0x00016a78,oil_pressure_mode_2_handler,,
0x00016a9e,oil_pressure_mode_1_handler,,
0x00016ab4,switchD,,
0x00016ab8,switchdataD_00016ab8,ushort,
0x00016ac2,caseD_15,,
0x00016ac2,caseD_17,,
0x00016ac2,caseD_18,,
0x00016ac2,caseD_19,,
0x00016ae0,fuel_timing_final_calculation,,
0x00016aec,fuel_timing_function_exit,,
0x00016afc,caseD_16,,
0x00016b34,param_pointer_vp44_status_check,,
0x00016b50,param_pointer_mode_0_setup,,
0x00016b64,param_pointer_mode_2_setup,,
0x00016b7c,param_pointer_mode_1_setup,,
0x00016b94,param_pointer_default_setup,,
0x00016ba2,param_pointer_function_exit,,
0x00017162,switchD,,
0x00017166,switchdataD_00017166,ushort,
0x0001716e,caseD_1,,
0x00017182,caseD_0,,
0x00017196,caseD_2,,
0x000171aa,caseD_3,,
0x000171bc,default,,
0x00017434,boost_pressure_control_wrapper,,
0x00017b88,main_loop_task_scheduler_init,,
0x000180e0,switchD,,
0x000180e4,switchdataD_000180e4,ushort,
0x000180f4,caseD_1,,
0x00018130,caseD_2,,
0x0001818c,caseD_6,,
0x000181d2,caseD_7,,
0x00018218,caseD_3,,
0x0001828a,caseD_4,,
0x000182c4,caseD_5,,
0x000182f0,caseD_8,,
0x0001834c,default,,
0x00018642,switchD,,
0x00018646,switchdataD_00018646,ushort,
0x00018650,caseD_0,,
0x00018658,caseD_1,,
0x00018660,caseD_2,,
0x00018668,caseD_3,,
0x00018676,caseD_4,,
0x0001867c,default,,
0x0001af38,timer_scheduler_setup,,
0x0001b90a,switchD,,
0x0001b90e,switchdataD_0001b90e,ushort,
0x0001b95e,caseD_0,,
0x0001b98c,caseD_1,,
0x0001b9b0,caseD_2,,
0x0001b9d4,caseD_3,,
0x0001b9f8,caseD_4,,
0x0001ba16,caseD_5,,
0x0001ba3a,caseD_6,,
0x0001ba58,caseD_7,,
0x0001ba7c,caseD_8,,
0x0001baa6,caseD_9,,
0x0001bac4,caseD_a,,
0x0001bae8,caseD_b,,
0x0001bb0c,caseD_c,,
0x0001bb30,caseD_d,,
0x0001bb54,caseD_e,,
0x0001bb78,caseD_f,,
0x0001bba8,caseD_10,,
0x0001bbcc,caseD_11,,
0x0001bbea,caseD_12,,
0x0001bc0e,caseD_13,,
0x0001bc2c,caseD_14,,
0x0001bc4a,caseD_15,,
0x0001bc68,caseD_16,,
0x0001bc86,caseD_17,,
0x0001bca4,caseD_18,,
0x0001bcc2,caseD_19,,
0x0001bce0,caseD_1a,,
0x0001bcfe,caseD_1b,,
0x0001bd1c,caseD_1c,,
0x0001bd3a,caseD_1d,,
0x0001bd58,caseD_1e,,
0x0001bd76,caseD_1f,,
0x0001bd9a,caseD_20,,
0x0001bdb8,caseD_21,,
0x0001bdd6,caseD_22,,
0x0001bdf4,caseD_23,,
0x0001be12,caseD_24,,
0x0001be2e,caseD_25,,
0x0001be4a,caseD_26,,
0x0001be6c,caseD_27,,
0x0001be86,default,,
0x0001c85a,switch_case_16,,
0x0001c860,switch_case_17,,
0x0001c866,switch_case_19,,
0x0001c872,switch_case_255,,
0x0001c88e,call_vp44_fuel_handler,,
0x0001d9fc,switchD,,
0x0001da00,switchdataD_0001da00,ushort,
0x0001da0c,caseD_0,,
0x0001da48,caseD_1,,
0x0001daa0,caseD_2,,
0x0001daf8,caseD_3,,
0x0001db22,caseD_4,,
0x0001db48,caseD_5,,
0x0001e352,switchD,,
0x0001e356,switchdataD_0001e356,ushort,
0x0001e35e,caseD_0,,
0x0001e414,caseD_1,,
0x0001e458,caseD_2,,
0x0001e480,caseD_3,,
0x0001e51c,default,,
0x0001f53e,switchD,,
0x0001f542,switchdataD_0001f542,ushort,
0x0001f54a,caseD_0,,
0x0001f554,caseD_1,,
0x0001f55e,caseD_2,,
0x0001f568,caseD_3,,
0x0001f5fc,switchD,,
0x0001f600,switchdataD_0001f600,ushort,
0x0001f608,caseD_0,,
0x0001f628,caseD_1,,
0x0001f680,caseD_2,,
0x0001f716,caseD_3,,
0x0001f7b6,default,,
0x0001f920,switchD,,
0x0001f924,switchdataD_0001f924,ushort,
0x0001f92c,caseD_0,,
0x0001f936,caseD_1,,
0x0001f936,caseD_2,,
0x0001f936,caseD_3,,
0x0001f9ca,switchD,,
0x0001f9ce,switchdataD_0001f9ce,ushort,
0x0001f9d6,caseD_0,,
0x0001f9f6,caseD_1,,
0x0001fa4a,caseD_2,,
0x0001fae0,caseD_3,,
0x0001fb70,default,,
0x0002001e,switchD,,
0x00020022,switchdataD_00020022,ushort,
0x00020030,caseD_5,,
0x00020034,caseD_6,,
0x00020038,caseD_0,,
0x0002003c,caseD_1,,
0x00020042,caseD_2,,
0x00020042,caseD_3,,
0x00020042,caseD_4,,
0x00021526,switchD,,
0x0002152a,switchdataD_0002152a,ushort,
0x00021536,caseD_0,,
0x0002154a,caseD_3,,
0x0002159a,caseD_5,,
0x00021632,caseD_4,,
0x0002163a,caseD_1,,
0x0002163a,caseD_2,,
0x0002347a,switchD,,
0x0002347e,switchdataD_0002347e,ushort,
0x00023486,caseD_0,,
0x0002348a,caseD_1,,
0x0002349c,caseD_2,,
0x000234ae,caseD_3,,
0x000234b2,default,,
0x000234f6,switchD,,
0x000234fa,switchdataD_000234fa,ushort,
0x00023502,caseD_1,,
0x0002353a,caseD_2,,
0x0002357a,caseD_3,,
0x0002358c,caseD_0,,
0x00024984,vp44_fuel_high_calc,,
0x00024986,vp44_fuel_low_calc,,
0x00024987,vp44_rpm_low_pack,,
0x00024989,vp44_rpm_high_pack,,
0x00024991,vp44_message_send,,
0x00027e86,system_control_function_4,,
0x000295d4,ambient_conditions_data_builder,undefined,
0x00029c67,fuel_percent_store,undefined,
0x00029c74,timing_advance_store,undefined,
0x00029c8a,rpm_multiply_point,undefined,
0x0002a3c6,can_param_extract_1,undefined,
0x0002a3d6,param1_to_can_call,undefined,
0x0002a3de,can_param_extract_2,undefined,
0x0002a428,vp44_data_packing_start,undefined,
0x0002a4f6,param2_to_can_call,undefined,
0x0002a4fe,can_param_extract_3,undefined,
0x0002a592,param3_to_can_call,undefined,
0x0002a59a,can_param_extract_4,undefined,
0x0002f2c2,switchD,,
0x0002f2c6,switchdataD_0002f2c6,ushort,
0x0002f2ce,caseD_0,,
0x0002f2e8,caseD_1,,
0x0002f358,caseD_2,,
0x0002f3e6,caseD_3,,
0x0002f478,default,,
0x00032d00,switchD,,
0x00032d04,switchdataD_00032d04,ushort,
0x00032d56,caseD_b,,
0x00032d5c,caseD_1,,
0x00032d5c,caseD_2,,
0x00032d5c,caseD_3,,
0x00032d5c,caseD_7,,
0x00032d5c,caseD_8,,
0x00032d5c,caseD_1e,,
0x00032d5c,caseD_25,,
0x00032d76,caseD_9,,
0x00032d7c,caseD_4,,
0x00032d82,caseD_a,,
0x00032d88,caseD_d,,
0x00032d88,caseD_e,,
0x00032d88,caseD_f,,
0x00032d88,caseD_10,,
0x00032d88,caseD_11,,
0x00032d88,caseD_12,,
0x00032d88,caseD_13,,
0x00032d88,caseD_14,,
0x00032d88,caseD_15,,
0x00032d88,caseD_1c,,
0x00032d88,caseD_1d,,
0x00032d88,caseD_1f,,
0x00032d88,caseD_21,,
0x00032d88,caseD_22,,
0x00032d88,caseD_23,,
0x00032d88,caseD_24,,
0x00032d88,caseD_26,,
0x00032d88,caseD_27,,
0x00032d88,caseD_28,,
0x00032d88,caseD_29,,
0x00032d8e,caseD_c,,
0x00032d94,caseD_18,,
0x00032d9a,caseD_5,,
0x00032d9a,caseD_6,,
0x00032d9a,caseD_16,,
0x00032d9a,caseD_17,,
0x00032d9a,caseD_19,,
0x00032d9a,caseD_1a,,
0x00032d9a,caseD_1b,,
0x00032d9a,caseD_20,,
0x00033932,switchD,,
0x00033936,switchdataD_00033936,ushort,
0x00033940,caseD_3,,
0x00033946,caseD_2,,
0x0003394c,caseD_1,,
0x0003394c,caseD_4,,
0x00033974,caseD_0,,
0x00033d56,switchD,,
0x00033d5a,switchdataD_00033d5a,ushort,
0x00033d66,caseD_0,,
0x00033d6a,caseD_1,,
0x00033d70,caseD_2,,
0x00033d76,caseD_4,,
0x00033d7c,caseD_5,,
0x00033d80,caseD_3,,
0x00034206,vp44_fso_detection_enable_check,,
0x00034210,vp44_fso_status_bit_check,,
0x0003421c,vp44_fso_fuel_demand_range_check,,
0x0003426c,vp44_fso_high_range_check,,
0x000342ae,vp44_fso_counters_reset,,
0x000342b2,vp44_fso_recovery_counter_reset,,
0x000342be,vp44_fso_recovery_mode,,
0x00034312,vp44_fso_bit1_detection_enable_check,,
0x0003431c,vp44_fso_bit1_status_bit_check,,
0x00034328,vp44_fso_bit1_fuel_demand_range_check,,
0x00034372,vp44_fso_bit1_high_range_check,,
0x000343ae,vp44_fso_bit1_counters_reset,,
0x000343b2,vp44_fso_bit1_recovery_counter_reset,,
0x000343be,vp44_fso_bit1_recovery_mode,,
0x000343f2,vp44_fso_bit1_function_exit,,
0x00034b48,switchD,,
0x00034b4c,switchdataD_00034b4c,ushort,
0x00034b58,caseD_1,,
0x00034b58,caseD_2,,
0x00034b58,caseD_3,,
0x00034b6c,caseD_0,,
0x00034b6c,caseD_4,,
0x00034b6c,caseD_5,,
0x00034b7e,default,,
0x0003662e,module_lookup_table_en,undefined,
0x00037eae,firmware_data_source,undefined,
0x00040000,SUB_00040000,,
0x0004025c,SUB_0004025c,,
0x0004057e,SUB_0004057e,,
0x0004073e,SUB_0004073e,,
0x00040890,SUB_00040890,,
0x000408f6,SUB_000408f6,,
0x0004094c,SUB_0004094c,,
0x00040988,SUB_00040988,,
0x00040ace,SUB_00040ace,,
0x00040b30,SUB_00040b30,,
0x00040f3c,SUB_00040f3c,,
0x00041050,SUB_00041050,,
0x0004115a,SUB_0004115a,,
0x00041256,SUB_00041256,,
0x00041528,SUB_00041528,,
0x0004172c,SUB_0004172c,,
0x000417f2,SUB_000417f2,,
0x0004190c,SUB_0004190c,,
0x00041aee,SUB_00041aee,,
0x00041b80,SUB_00041b80,,
0x0004204c,SUB_0004204c,,
0x000420bc,SUB_000420bc,,
0x00042218,SUB_00042218,,
0x00042276,SUB_00042276,,
0x000422b4,SUB_000422b4,,
0x0004245e,SUB_0004245e,,
0x00042496,SUB_00042496,,
0x00042ad4,SUB_00042ad4,,
0x000432fa,SUB_000432fa,,
0x0004381c,SUB_0004381c,,
0x00043a74,SUB_00043a74,,
0x000442f4,SUB_000442f4,,
0x00044338,SUB_00044338,,
0x0004444a,SUB_0004444a,,
0x000445fc,SUB_000445fc,,
0x0004461c,SUB_0004461c,,
0x00044954,SUB_00044954,,
0x00044978,SUB_00044978,,
0x00044980,SUB_00044980,,
0x000449f4,SUB_000449f4,,
0x00044c32,SUB_00044c32,,
0x00044c76,SUB_00044c76,,
0x00044d36,SUB_00044d36,,
0x00044e48,SUB_00044e48,,
0x00045196,SUB_00045196,,
0x000451fa,SUB_000451fa,,
0x00045252,SUB_00045252,,
0x00045270,SUB_00045270,,
0x000455c8,SUB_000455c8,,
0x000455f2,SUB_000455f2,,
0x0004579e,SUB_0004579e,,
0x00045a6c,SUB_00045a6c,,
0x00045bbc,SUB_00045bbc,,
0x00045d60,SUB_00045d60,,
0x00045e4c,SUB_00045e4c,,
0x00045f88,SUB_00045f88,,
0x0004627e,SUB_0004627e,,
0x000464f2,SUB_000464f2,,
0x000468ec,SUB_000468ec,,
0x00046996,SUB_00046996,,
0x00046aac,SUB_00046aac,,
0x0004723e,SUB_0004723e,,
0x000472ae,SUB_000472ae,,
0x00047394,SUB_00047394,,
0x000473a0,SUB_000473a0,,
0x000473b2,SUB_000473b2,,
0x00047496,SUB_00047496,,
0x000474ae,SUB_000474ae,,
0x00047850,SUB_00047850,,
0x000478c6,SUB_000478c6,,
0x000479fa,SUB_000479fa,,
0x00048684,SUB_00048684,,
0x0004874a,SUB_0004874a,,
0x000487fe,SUB_000487fe,,
0x00048886,SUB_00048886,,
0x000488a8,SUB_000488a8,,
0x000488e8,SUB_000488e8,,
0x00048b1a,SUB_00048b1a,,
0x00048b1c,SUB_00048b1c,,
0x00048b20,SUB_00048b20,,
0x00048b28,SUB_00048b28,,
0x00048c08,SUB_00048c08,,
0x00048c66,SUB_00048c66,,
0x000490b8,SUB_000490b8,,
0x000491b4,SUB_000491b4,,
0x0004939c,SUB_0004939c,,
0x0004965a,SUB_0004965a,,
0x00049f06,SUB_00049f06,,
0x00049f32,SUB_00049f32,,
0x00049f5e,SUB_00049f5e,,
0x0004a20a,SUB_0004a20a,,
0x0004a322,SUB_0004a322,,
0x0004c192,SUB_0004c192,,
0x0004c45e,SUB_0004c45e,,
0x0004c64e,SUB_0004c64e,,
0x0004c934,SUB_0004c934,,
0x0004cc5a,SUB_0004cc5a,,
0x0004cf42,SUB_0004cf42,,
0x0004d238,SUB_0004d238,,
0x0004d988,SUB_0004d988,,
0x0004d9dc,SUB_0004d9dc,,
0x0004da56,SUB_0004da56,,
0x0004dafa,SUB_0004dafa,,
0x0004dbf4,SUB_0004dbf4,,
0x0004dc14,SUB_0004dc14,,
0x0004dc52,SUB_0004dc52,,
0x0004de9e,SUB_0004de9e,,
0x0004dedc,SUB_0004dedc,,
0x0004e65c,SUB_0004e65c,,
0x0004e672,SUB_0004e672,,
0x00800000,rpm_rate_limit_countdown,undefined,
0x00800002,rpm_control_timer_1,undefined,
0x00800004,high_rpm_threshold_countdown,undefined,
0x00800006,rpm_control_timer_2,undefined,
0x0080000a,rpm_control_timer_delta,undefined,
0x0080000c,engine_rpm_history_t_0080000c,engine_rpm_history_t,
0x0080000e,engine_rpm_history_t_0080000c.previous_nonzero,,
0x00800010,engine_rpm_history_t_0080000c.previous_sample,,
0x00800012,engine_rpm_history_t_0080000c.rpm_delta,,
0x00800016,dma_desc1_dest_ptr,undefined,
0x0080001a,dma_descriptor_base2,undefined,
0x00800020,high_rpm_lookup_input,undefined,
0x00800026,dma_descriptor_ptr1,undefined,
0x0080002a,dma_control_flags1,undefined,
0x0080002e,dma_descriptor_ptr2,undefined,
0x00800032,dma_control_flags2,undefined,
0x00800036,sensor_fault_debounce_counter_base,undefined,
0x00800050,diagnostic_fuel_table_base,undefined,
0x00800052,timing_table_1_ptr,undefined,
0x00800056,diagnostic_rpm_input,undefined,
0x00800058,timing_table_2_base,undefined,
0x0080005a,timing_table_2_ptr,undefined,
0x0080005e,diagnostic_secondary_input,undefined,
0x00800060,timing_table_3_ptr,undefined,
0x00800064,diagnostic_correction_table_base,undefined,
0x00800066,timing_table_4_ptr,undefined,
0x0080006a,diagnostic_correction_input,undefined,
0x00800072,diagnostic_timing_increment_reserved,undefined,
0x00800090,governor_integral_accumulator,undefined,
0x008000aa,target_rpm_rate_limiter_reserved_aa,undefined,
0x008000ac,diagnostic_table_pointer_4,undefined,
0x008000b2,diag_mode_0_target_rpm_arg,undefined,
0x008000b4,diagnostic_table_pointer_3,undefined,
0x008000b8,diagnostic_table_pointer_2,undefined,
0x008000ba,diagnostic_table_6_ptr,undefined,
0x008000c0,diagnostic_table_pointer_1,undefined,
0x008000c8,io_can_fault_monitor_state,undefined,
0x008000ca,io_control_fault_persistence_counter_1,undefined,
0x008000ce,io_control_fault_persistence_counter_5,undefined,
0x008000d0,accelerator_throttle_fault_counter,undefined,
0x008000d6,diagnostic_message_alternation_counter,undefined,
0x008000da,diagnostic_data_table_1_ptr,undefined,
0x008000e0,diagnostic_data_table_1_base,undefined,
0x008000e2,diagnostic_data_table_2_ptr,undefined,
0x008000e8,diagnostic_data_intake_temp_ptr,undefined,
0x008000f4,fuel_blend_table_2_base,undefined,
0x008000f6,fuel_blend_table_2_ptr,undefined,
0x008000fa,fuel_blend_table_1_limit,undefined,
0x00800100,fuel_blend_table_3_base,undefined,
0x00800102,fuel_blend_table_3_ptr,undefined,
0x00800108,fuel_blend_table_4_base,undefined,
0x0080010a,fuel_blend_table_4_ptr,undefined,
0x00800110,fuel_blend_table_5_ptr,undefined,
0x00800114,io_control_fuel_table_1_lookup_arg,undefined,
0x00800116,retarder_mode_lookup_table_pointer,undefined,
0x0080011a,io_control_fuel_rpm_input,undefined,
0x00800120,io_control_fuel_table_2_lookup_arg,undefined,
0x00800126,io_control_fuel_table_param,undefined,
0x00800128,io_control_fuel_calculator_ptr,undefined,
0x0080012c,throttle_validation_state,undefined,
0x00800138,throttle_buffer_validation_value,undefined,
0x0080013c,throttle_buffer_decreasing_value,undefined,
0x00800144,derate_fault_counter_1,undefined,
0x00800146,derate_fault_counter_2,undefined,
0x0080014a,derate_target_snapshot,undefined,
0x0080014c,derate_lower_limit,undefined,
0x00800150,current_derate_target,undefined,
0x00800152,derate_status_flag,undefined,
0x00800153,current_derate_reserved,undefined,
0x00800160,ac_control_table_size,undefined,
0x00800162,ac_control_kickdown_ptr,undefined,
0x00800166,kickdown_throttle_input,undefined,
0x00800168,ac_control_accel_threshold_ptr,undefined,
0x0080016c,timing_accumulator_flag_mask,undefined,
0x0080016e,redundant_sensor_validation_index,undefined,
0x00800170,anc_speed_limit_table_1_size,undefined,
0x00800172,anc_speed_limit_table_1_ptr,undefined,
0x00800176,cold_start_rpm_snapshot_1,undefined,
0x00800178,anc_speed_limit_table_2_base,undefined,
0x0080017a,anc_speed_limit_table_2_ptr,undefined,
0x0080017e,cold_start_fuel_demand_snapshot,undefined,
0x00800180,anc_speed_limit_table_3_ptr,undefined,
0x00800184,anc_altitude_table_1_size,undefined,
0x00800186,anc_duty_cycle_ptr,undefined,
0x0080018a,cold_start_rpm_snapshot_2,undefined,
0x0080018c,anc_min_active_time_ptr,undefined,
0x00800192,anc_disable_duration_ptr,undefined,
0x00800198,anc_altitude_table_1_base,undefined,
0x0080019a,anc_altitude_table_1_ptr,undefined,
0x008001a0,anc_altitude_table_2_ptr,undefined,
0x008001a4,anc_altitude_table_3_size,undefined,
0x008001ac,anc_altitude_table_3_ptr,undefined,
0x008001b0,cold_start_fuel_control_result,undefined,
0x008001b4,vp44_transmission_address,undefined,
0x008001b8,vp44_state_machine_index,undefined,
0x008001bc,vp44_transmission_index,undefined,
0x008001be,vp44_init_flag,undefined,
0x008001c0,vp44_buffer_count,undefined,
0x008001c2,vp44_total_data_size,undefined,
0x008001c4,vp44_block_size,undefined,
0x008001d2,hour_meter_tick_divider,undefined,
0x008001d4,engine_runtime_histogram_interpolation_b,undefined,
0x008001d6,engine_runtime_histogram_config_type_a,undefined,
0x008001dc,rpm_histogram_threshold_saved,undefined,
0x008001de,hour_meter_table_2_base,undefined,
0x008001e4,hour_meter_table_1_limit,undefined,
0x008001ea,hour_meter_table_3_size,undefined,
0x008001ec,hour_meter_table_3_ptr,undefined,
0x008001f0,engine_rpm_histogram_threshold_select,undefined,
0x008001f2,hour_meter_table_4_base,undefined,
0x008001f8,hour_meter_table_3_limit,undefined,
0x008001fa,hour_meter_table_5_ptr,undefined,
0x008001fe,manifold_temp_table_1_type,undefined,
0x00800200,manifold_temp_table_1_x_ptr,undefined,
0x00800206,manifold_temp_table_1_y_type,undefined,
0x00800208,manifold_temp_table_1_y_ptr,undefined,
0x0080020e,manifold_temp_table_1_z_ptr,undefined,
0x00800214,manifold_temp_table_2_x_ptr,undefined,
0x0080021e,manifold_temp_table_3_type,undefined,
0x00800220,manifold_temp_table_3_x_ptr,undefined,
0x00800224,multi_speed_throttle_input,undefined,
0x0080022a,speed_difference_interpolation_result,undefined,
0x0080022c,fault_scanner_loop_timestamp,undefined,
0x00800230,diagnostic_queue_index,undefined,
0x00800232,diagnostic_fault_group_index,undefined,
0x00800238,vp44_comm_bit1_debounce_timer,undefined,
0x0080023a,vp44_sensor_fault_debounce_timer,undefined,
0x0080023e,vp44_mask_array,undefined,
0x00800242,vp44_buffer_index,undefined,
0x00800244,vp44_status_array_0,undefined,
0x00800248,vp44_status_array_1,undefined,
0x0080024c,vp44_status_array_2,undefined,
0x00800250,vp44_status_array_3,undefined,
0x00800254,vp44_extended_array_0,undefined,
0x00800258,vp44_extended_array_1,undefined,
0x0080025c,vp44_extended_array_2,undefined,
0x00800260,vp44_extended_array_3,undefined,
0x00800264,vp44_third_array_0,undefined,
0x0080026c,vp44_third_array_2,undefined,
0x00800270,vp44_third_array_3,undefined,
0x00800280,engine_rpm_source_max_ptr,undefined,
0x00800288,peak_torque_correction_applied_flag,undefined,
