# ROM-to-RAM Mapping
# copyCalibrationToRam() copies ROM 0x3C30-0x7F60 (17KB) to RAM 0x3F9800-0x3FDB30 at boot.
# Formula: ROM_addr = 0x3C30 + (RAM_addr - 0x3F9800)
# These ~50 functions execute from RAM for MPC555 performance (RAM faster than flash).
# mainLoopIteration calls two of these RAM functions directly via bl:
#   bl 0x3FAE3C -> dispatchCanMessageHandlers (ROM 0x526C) - CAN receive dispatcher
#   bl 0x3FC094 -> processJ1939QueueStatus   (ROM 0x64C4) - J1939 TP queue manager
#
# Cross-Firmware Scheduler Mapping (CM848D ↔ CM550)
# Both use identical 40-phase cooperative scheduler. Task groups map by position:
#   CM848D phase_common_processing     ↔ CM550 ioControlAndCanPinSwitchingWrapper
#   CM848D phase_group_a_processing    ↔ CM550 evenPhaseSchedulerTaskSet
#   CM848D phase_group_b_processing    ↔ CM550 oddPhaseSchedulerTaskSet
#   CM848D periodicTaskGroup0_fuelFinal ↔ CM550 fuel_delivery_controller + fuel_limit_arbitrator
#   CM848D periodicTaskGroup1_sensorProcessing ↔ CM550 engine_speed_governor
#   CM848D periodicTaskGroup7_timing   ↔ CM550 fuelTimingCoordinator (direct)
#   CM848D periodicTaskGroup10_monitoring ↔ CM550 slowCycle10Coordinator (direct)
#   CM848D periodicTaskGroup11_communication ↔ CM550 diagnosticCommunicationSlowCycle10Coordinator
# See docs/cross-firmware-analysis.md for complete mapping table.
#
address,name
0x000046dc,startAdcConversion
0x00004720,initCanMailboxFilters
0x000049d0,initFlashMemoryConfig
0x00004eec,can2MailboxTransmitCompleteWrapper
0x00004f0c,can2MailboxTransmitRangeWrapper
0x00004f2c,writeCan2ControllerTxMailbox
0x00004f6c,can2TransmitInterruptHandler
0x00005064,manageCan1TransmitBuffer
0x00005134,processCanReceiveBuffer
# RAM copy: ROM 0x526C -> RAM 0x3FAE3C (called from mainLoopIteration via bl)
0x0000526c,dispatchCanMessageHandlers
0x00005400,processAdcConversionResult
0x00005728,processAdcWithOffset
0x00005798,processAdcSensorByte
0x00005808,processAdcSensorDword
0x00005870,processAdcSensorDwordExt
0x000058e8,processAdcSensorDualDword
0x00005958,getServiceDataOffset
0x0000597c,validateServiceDataLength
0x00005adc,multiFrameCanTransmit
0x00005c50,handleJ1939QueueRequest
0x00005cf4,processAdcChannelGroup
0x00005d8c,sendJ1939DiagnosticMessage
0x00005e38,sendDiagAcknowledgeFrame
0x00005ecc,handleJ1939DataRequest
0x00005fe4,handleJ1939DataTransfer
0x00006180,handleJ1939AbortRequest
0x000061e8,handleJ1939AbortAcknowledge
0x0000628c,j1939DiagMessageDispatcher
# RAM copy: ROM 0x62FC -> RAM 0x3FBECC (called from processJ1939QueueStatus)
0x000062fc,processJ1939QueueTransmit
# RAM copy: ROM 0x6490 -> RAM 0x3FC060 (called from processJ1939QueueStatus)
0x00006490,decrementPauseStatusCounter
# RAM copy: ROM 0x64C4 -> RAM 0x3FC094 (called from mainLoopIteration via bl)
0x000064c4,processJ1939QueueStatus
0x00006508,initDiagnosticBuffers
0x00006580,updateSystemTimers
0x0000662c,diagnosticSubcommandDispatcher
0x00006770,resetSerialReceiveBuffer
0x000067b0,serialReceiveHandler
0x0000685c,resetSerialCommunication
0x000068b4,serialTransmitHandler
0x00006974,enableSerialTransmit
0x000069b0,validateSerialChecksum
0x00006a5c,initSerialTransmit
0x00006ab8,sensorFaultDetection
0x00006b24,updateSensorDiagnostics
0x00006bac,sensorInputProcessing
0x00006bdc,processScheduledTasks
0x00006ca4,processMainLoop
0x00006d24,dispatchDiagnosticService
0x00006e1c,sendEepromVersionResponse
0x00006eac,handleEepromDiagnosticResponse
0x00006f54,processEepromDataTransfer
0x000071f8,scrambleBitPattern
0x00007370,sensorRangeValidation
0x000074a0,processSensorFilterChain
0x000075dc,processSensorWithOverride
0x00007608,watchdogTimerTick
0x000076c8,sensorFaultThresholdCheck
0x00007740,sensorAcquisitionCycle
0x00007840,validateTransferBlockParams
0x000078d0,processTransferCrc
0x00007974,systemWatchdogReset
0x00007b08,initQspiHardware
0x00007dc4,systemHaltLoop
0x0000b44c,keyOnStatusMonitor
0x0000b76c,phase_common_processing
0x0000b7b4,phase_group_a_processing
0x0000b854,phase_group_b_processing
0x0000b8fc,periodicTaskGroup0_fuelFinal
0x0000b98c,periodicTaskGroup1_sensorProcessing
0x0000ba08,periodicTaskGroup2_controlLoop
0x0000ba90,periodicTaskGroup3_auxiliaryControl
0x0000bb18,periodicTaskGroup4_canTx
0x0000bb40,periodicTaskGroup5_diagnostics
0x0000bb68,periodicTaskGroup6_protection
0x0000bb90,periodicTaskGroup7_timing
0x0000bbb8,periodicTaskGroup8_outputs
0x0000bbe0,periodicTaskGroup9_sensors
0x0000bc08,periodicTaskGroup10_monitoring
0x0000bc34,periodicTaskGroup11_communication
0x0000bc5c,periodicTaskGroup12_calibration1
0x0000bc80,periodicTaskGroup13_calibration2
0x0000bca4,periodicTaskGroup14_calibration3
0x0000bcc8,periodicTaskGroup15_calibration4
0x0000bce8,periodicTaskGroup16_protection
0x0000bd08,periodicTaskGroup17_calibration5
0x0000bd28,periodicTaskGroup18_calibration6
0x0000bd54,periodicTaskGroup25_calibration7
0x0000bd80,periodicTaskGroup26_calibration8
0x0000bdac,periodicTaskGroup27_calibration9
0x0000bdd8,periodicTaskGroup28_calibration10
0x0000be04,periodicTaskGroup29_calibration11
0x0000be30,periodicTaskGroup30_calibration12
0x0000be5c,periodicTaskGroup31_calibration13
0x0000be88,periodicTaskGroup32_calibration14
0x0000beb4,periodicTaskGroup33_protection2
0x0000bec8,schedulerPhaseDispatcher
0x0000bee0,periodicTaskGroup34_auxiliary
0x0000bf08,periodicTaskGroup35_fuelDemand
0x0000bf34,periodicTaskGroup36_calibration15
0x0000bf60,periodicTaskGroup37_calibration16
0x0000bf88,periodicTaskGroup38_calibration17
0x0000bfb0,periodicTaskGroup19_diagnostics
0x0000bfd8,periodicTaskGroup20_calibration
0x0000c000,periodicTaskGroup21_calibration
0x0000c028,periodicTaskGroup22_calibration
0x0000c050,periodicTaskGroup23_protection
0x0000c078,periodicTaskGroup24_outputs
0x0000c0a0,main_loop
0x0000c874,initSensorDefaults
0x0000c8bc,sensorChannel0_init
0x0000c948,sensorChannel0_process
0x0000c9d4,sensorChannel1_init
0x0000ca60,sensorChannel1_process
0x0000caec,sensorChannel2_init
0x0000cb78,sensorChannel2_process
0x0000cc04,sensorChannel3_boostPressureInit
0x0000cc90,sensorChannel3_boostPressureProcess
0x0000cd1c,sensorChannel4_init
0x0000cda8,sensorChannel4_process
0x0000ce34,sensorChannel5_init
0x0000cec0,sensorChannel5_process
0x0000cf4c,sensorChannel6_init
0x0000cfd8,sensorChannel6_process
0x0000d064,sensorChannel7_init
0x0000d0f0,sensorChannel7_process
0x0000d17c,sensorChannel8_init
0x0000d208,sensorChannel8_process
0x0000d294,sensorChannel9_init
0x0000d320,sensorChannel9_process
0x0000d3ac,sensorChannel10_throttleInit
0x0000d438,sensorChannel10_throttleProcess
0x0000d4c4,sensorChannel11_init
0x0000d550,sensorChannel11_process
0x0000d5dc,sensorChannel12_init
0x0000d668,sensorChannel12_process
0x0000d6f4,sensorChannel13_init
0x0000d780,sensorChannel13_process
0x0000d80c,sensorChannel14_init
0x0000d898,sensorChannel14_process
0x0000d924,sensorChannel15_init
0x0000d9b0,sensorChannel15_process
0x0000da3c,sensorChannel16_init
0x0000db50,sensorChannel16_process
0x0000db88,sensorChannel16BProcessOilPressure
0x0000dc64,oilPressureDeltaCalculation
0x0000dcdc,fuelDemandBlendCalculator
0x0000e09c,initFuelTableSizes
0x0000e0c4,trackMinimumFuelDemand
0x0000e0f4,checkPressureFuelState
0x0000e164,calculateSensorEma
0x0000e218,checkFuelRateCondition
0x0000e248,checkPressureFuelDelayA
0x0000e2cc,checkPressureFuelDelayB
0x0000e360,checkPressureHysteresis
0x0000e3a4,processFuelPressureConditions
# HPCR (High Pressure Common Rail) specific - per-cylinder fuel trim output
0x0000e518,hpcr_calculateFuelTrimOutput
0x0000e78c,temperatureBasedFuelTrim
0x0000e8cc,initTemperatureTrimCoeff
0x0000e8dc,fuelTimingRateLimitedBlend
0x0000e8f0,fuelTimingCompensation
0x0000ea00,fuelTimingOilPressureModeController
0x0000fabc,initFuelDemandVariables
0x0000fb28,restoreEngineOperatingMode
0x0000fcd0,calculateFuelTimingBlend
0x0000fe3c,initFuelTimingTableSizes
0x0000fe5c,calculateFuelTimingTarget
0x0000ff04,calculateFuelTrimValues
0x00010110,initEngineOperatingMode
0x00010248,initLookupTableParams
0x00010270,stubFunction3
0x00010274,timerInterruptHandler
0x00010694,fatalErrorHalt
0x000107ec,selectTurboModeParameters
0x00010874,selectTemperatureTrimValue
0x000108a4,calculateTurboRatioA
0x000109c8,calculateTurboRatioB
0x00010b04,calculateTurboRatios
0x00010b28,calculateTurboBlendOutput
0x00010d3c,calculateTurboRatioWithMode
0x00010f68,calculateLoadBasedAdjustment
0x000110bc,lookupRpmLoadTable
0x00011170,calculateLoadAdjustmentFactors
0x00011290,processLoadAdjustment
0x0001134c,calculateLoadGainValues
0x00011410,selectLoadAdjustmentLimits
0x000114dc,calculateLoadCompensation
0x000115cc,calculateLoadIntegral
0x000118f8,processLoadGainCalculations
0x0001198c,calculateRateLimitedValue
0x00011a4c,checkSpeedBandCondition
0x00011ab4,calculateTurboCompensation
0x0001231c,turboCompensationWrapper
0x000123dc,circularBufferWriteUnsigned
0x00012404,circularBufferWriteSigned
0x0001242c,calculateLoadBasedFuelTrim
0x000125f4,calculateRpmBasedFuelTrim
0x00012724,checkFuelSystemFaultFlags
0x00012778,checkEngineFaultConditions
0x000127bc,selectFuelTrimMode
0x000128a0,throttleBasedFuelCalculation
0x00012a58,initFilterCoefficients
0x00012ad4,boostBasedFuelModifier
0x00012cf4,loadBasedFuelAdjustment
0x00012dc4,fuelDemandWithLoadCompensation
0x00012e40,initFilterTablePointers
0x00012e60,fuelControlMainCalculation
0x00012e88,initFuelControlFilterSystem
0x00012eb4,fuelDemandErrorCalculation
0x00012f40,initFuelDemandBlendPointers
0x00012f60,fuelDemandBlendCalculation
0x000130dc,calculateBoostPressureOffset
0x0001327c,initFuelFilterDefaults
0x00013294,calculateBoostTorqueOffset
0x00013564,checkBoostControlCondition
0x0001359c,processBoostControlState
0x00013774,processBoostProtectionConditions
0x0001392c,selectLoadNormalizer
0x00013a80,processLoadNormalizerSelection
0x00013aec,processBoostProtectionMode
0x00013d14,calculateThrottleDerivative
0x00013dc8,calculateThrottleFiltered
0x0001410c,calculateRpmLoadTables
0x0001429c,selectFuelDemandOverride
0x000142d0,selectFuelLimitOverride
0x00014304,setFuelStatusFlags
0x00014374,calculateRpmLoadLimit
0x00014430,selectFinalLoadLimit
0x0001444c,setFuelDemandVariable
0x00014458,setFuelDemandVariable
0x00014464,selectFuelLoadOverride
0x00014498,processFuelLimitCalculations
0x00014508,compareForFuelMapSelection
0x00014528,filterInputValue
0x00014610,calculateFuelDemandMode1
0x000149a4,calculateFuelDemandMode2
0x00014d38,calculateFuelDemandTimingOffset
0x000150b0,calculateFuelDemandMode3
0x00015444,calculateFuelDemandBlendTables
0x00015760,lookupFuelDemandRpmTables
0x00015a24,calculateFuelLimitSource
0x00015bd8,selectFuelLimitWithFiltering
0x00015d2c,fuelDemandFilterUpdate
0x00015e08,interpolateFuelMapTable
0x00015f34,processFuelMapInterpolation
0x000160ac,calculateFuelBlendModeSelection
0x00016408,calculateFuelBlendMode
0x0001640c,calculateFuelBlendMode
0x000164ac,processFuelDemandCalculations
0x000164e4,fuelDemandTableLookup
0x00016724,fuelDemandRpmCorrection
0x00016774,lookupProtectionFuelDemand
0x00016a90,calculateFuelInjectionTiming
0x00016c40,calculateManifoldPressureOffset
0x00016cd4,calculateFuelDemandDelta
0x00016d6c,applyFuelDemandOffset
0x00016e90,processFuelTimingCalculations
0x00016f9c,storeFuelLimitValues
0x0001702c,fuelDemandBaseCalculation
0x00017150,fuelDemandModeSelector
0x000172b0,fuelDemandEnableChecker
0x000172e8,fuelDemandRateLimiterStateMachine
0x000173a8,fuelDemandOverrideHandler
0x00017560,fuelDemandSmoothingController
0x0001782c,fuelDemandFinalCalculation
0x00017980,fuelDemandCoordinator
0x00017af4,initFuelDemandRateVariables
0x00017b54,storeFuelDemandPreviousValues
0x00017b84,calculateFuelFlowRate
0x00017d54,selectFuelFlowMode
0x00017eb8,calculateOilPressureProtection
0x00017f50,calculateFuelFlowWithMode
0x00018070,throttlePositionProcessing
0x0001811c,faultSeverityEvaluation
0x0001820c,processThrottlePositionLookups
0x000182e8,calculateThrottleProtectionLimit
0x00018384,checkProtectionEnableConditions
0x000184f0,checkFaultConditionThreshold
0x000185cc,conditionalFirstOrderFilter
0x0001860c,processFaultIncrement
0x00018780,processFaultStateWithFilter
0x00018904,updateFaultStatusRegisters
0x00018a50,selectFaultProtectionValue
0x00018ac0,processFaultProtection
0x00018bc0,processSensorProtectionRamp
0x00018cfc,processSensorFaultDetection
0x00018f1c,initSensorFaultVariables
0x00018f8c,calculateSensorDiagnosticValue
0x000191a0,updateSensorDiagnosticFlags
0x000191e8,processSensorMonitoringLogic
0x00019390,updateEngineModeFromSensor
0x000196a4,checkSensorRangeConditions
0x000197b4,calculateSensorBlendFactor
0x00019830,processSensorBlendState
0x00019900,selectSensorBlendOutput
0x000199f4,initSensorBlendVariables
0x00019ac0,processSensorBlendCalculation
0x00019b20,sensorMonitoringMainLoop
0x00019e08,selectFuelDemandUpperLimit
0x00019ea4,calculateFuelDemandLimits
0x00019fe0,applyFuelDemandProtection
0x0001a1b4,processFuelDemandLimits
0x0001a1dc,processSensorAndFuelDemand
0x0001a204,initFuelDemandLimitVariables
0x0001a340,processConditionTimerA
0x0001a47c,processConditionTimerB
0x0001a608,processConditionTimerC
0x0001a754,processConditionTimerD
0x0001a980,bothConditionsTrue
0x0001a9a8,processFuelDemandFaultConditions
0x0001ae2c,initFuelDemandFaultVariables
0x0001af94,processFaultTimingConditions
0x0001b120,updateFaultConditionState
0x0001b37c,processFaultAndFuelDemand
0x0001b3a0,faultTimerHandler
0x0001b624,faultCounterDecrement
0x0001b69c,faultCounterIncrement
0x0001b730,sendFaultTimerMessage
0x0001b778,processFaultMessageTiming
0x0001b900,initFaultTimerMessage
0x0001b99c,calculateColdStartFuelAdjust
0x0001bb30,initColdStartLimits
0x0001bb48,calculateColdStartRpmAdjust
0x0001bb78,calculateColdStartFuelOffset
0x0001bc30,calculateColdStartTempTable
0x0001bd44,selectColdStartRpmLimit
0x0001bd74,calculateIntakeAirAdjustment
0x0001be64,checkColdStartConditions
0x0001bf44,processColdStartAdjustment
0x0001bfc8,initColdStartTablePointers
0x0001c080,processColdStartStateMachine
0x0001c114,coldStartRpmTableLookup
0x0001c1a4,coldStartFuelFactorLookup
0x0001c23c,selectColdStartFactor
0x0001c28c,processColdStartMainLoop
0x0001c978,initCrankingLimits
0x0001c9a0,faultTimeoutHandler
0x0001cb94,clearFaultFromActiveList
0x0001cd1c,activeFaultScanProcessor
0x0001cdc0,faultCodeLookup
0x0001ce28,findFaultByTypeAndSeverity
0x0001cea4,registerFaultInActiveList
0x0001d01c,clearDiagnosticState
0x0001d11c,clearAllDiagnosticFaults
0x0001d224,faultTableEntryProcessor
0x0001d8f8,buildFaultConditionMask
0x0001d9b8,diagnosticMainStateProcessor
0x0001dcdc,initDiagnosticRingBuffer
0x0001dd10,markFaultForReplacement
0x0001de4c,updateFaultEntryCounters
0x0001dee0,resetFaultStatus
0x0001df64,setFaultActiveStatus
0x0001df88,captureFreezeFrameData
0x0001e158,processDiagnosticFrame
0x0001e22c,selectFuelDemandSource
0x0001e4e8,calculateProtectionRateLimited
0x0001e5a4,processProtectionSelection
0x0001e810,initEngineOperatingState
0x0001e830,updateEngineTimingCompensation
0x0001e870,processTorqueLimitState
0x0001ea6c,initProtectionTableSizes
0x0001ea94,initFaultSeverityTables
0x0001eae8,calculateFuelDemandChangeRate
0x0001ec48,processFaultIncrement
0x0001ec70,calculateDualAxisFuelLimit
0x0001ef30,initFuelDemandTracking
0x0001ef88,calculateFuelDemandLimitOutput
0x0001f03c,processActiveFaultList
0x0001f17c,calculateFuelDemandWithTrim
0x0001f300,initFuelDemandTableDimensions
0x0001f318,initProtectionStateWithFuelDemand
0x0001f34c,calculateTimingCompensation
0x0001f40c,processTorqueLimitTiming
0x0001f98c,initSensorRawChannels
0x0001fa20,selectSensorRawChannels
0x0001fd94,selectTorqueLimit
0x00020410,initTorqueLimitDefaults
0x000204a8,getLimitCategoryCode
0x00020500,calculateProtectionActivationDelay
0x00020554,calculateEffectiveFuelLimit
0x00020860,selectTorqueLimitStateMachine
0x000209e8,calculateLoadRateOfChange
0x00020a58,calculateLoadToFuelRatio
0x00020aec,emptyStubFunction3
0x00020af0,calculateOilPressureRateOfChange
0x00020b84,updateProtectionParameters
0x00020bfc,updateProtectionInputs
0x00020c60,initProtectionDefaults
0x00020c64,processJ1939RxMessage
0x00020d10,updateProtectionStateMachine
0x000212dc,initProtectionDelayDefaults
0x00021314,calculateSpeedControlError
0x0002156c,initSpeedControlTableDimensions
0x00021668,initJ1939MessageBuffers
0x000216fc,processJ1939RxQueue
0x000218b0,j1939ProcessRxQueueDefault
0x000218dc,j1939ProcessRxQueueParam
0x00021918,validateCalibrationMemory
0x00021a24,registerJ1939DiagnosticHandlers
0x00021ac0,initUdsServiceHandlers
0x00021b28,applyFuelDemandFilter
0x00021bf8,getHighestPriorityBit
0x00021c3c,updateProtectionThresholdsIfLow
0x00021c9c,setProtectionThresholdParameters
0x00021cd4,updateProtectionDiagnostics
0x000220b4,initJ1939DiagnosticCallback
0x000220e4,processJ1939DiagnosticRequest
0x00022128,j1939DiagnosticServiceHandler
0x000221f0,initJ1939DiagnosticServiceHandler
0x00022220,updateGovernorTimers
0x00022318,initGovernorDerivativeTerms
0x0002232c,initGovernorControlHandler
0x0002235c,noOperation
0x0002236c,processSecurityAccessRequest
0x000223a0,clearGovernorDerivativeMode
0x000223f4,processGovernorControlMessage
0x00022468,initializeGovernorDerivatives
0x00022570,matchSecurityRequest
0x00022590,processGovernorSecurityAccessRequest
0x00022674,j1939HandlePgn65228Dm3ClearDiag
0x00022770,initPgn65228Dm3Handler
0x000227a0,j1939HandleDm1RequestMessage
0x00022840,initJ1939Dm1RequestHandler
0x00022870,j1939ProcessTorqueSpeedControl
0x00022ab8,selectTorqueLimitMode
0x00022bc4,initJ1939TorqueSpeedHandler
0x00022d18,initJ1939VehicleSpeedHandler
0x00022d60,processTsc1Command
0x00022e3c,processGovernorSpeedControlRequest
0x00022f90,processGovernorSpeedRequest
0x00023188,j1939RegisterPgnHandler
0x000231cc,j1939DispatchPgnHandler
0x000232b4,initJ1939ProtocolHandlers
0x000233a0,j1939HandleProprietaryCommand
0x0002343c,initJ1939ProprietaryHandler
0x0002346c,j1939SetupMultiFrameTransfer
0x000234a4,j1939FormatMultiFrameResponse
0x0002352c,routeGovernorHandlerByTable
0x000236b4,setGovernorHandlerDefault
0x000236f0,j1939ProcessGovernorRequest
0x00023b38,j1939DispatchAddressHandler
0x00023bb4,initJ1939AddressDispatcher
0x00023be0,sendJ1939ProprietaryStatus
0x00023d14,initJ1939DmHandlerBuffer
0x00023d3c,sendJ1939AcknowledgeMessage
0x00023dbc,sendJ1939NegativeAck
0x00023e2c,flushJ1939FrameBuffer
0x00023e8c,j1939HandlePgn65269AmbientConditions
0x00023f4c,sendJ1939ErrorFrame
0x00024028,j1939BuildEngineStatusByte
0x000240b8,prepareAndSendJ1939Frame
0x000240c4,prepareAndSendJ1939Frame
0x00024178,j1939HandlePgn65265CruiseVehicleSpeed
0x00024230,buildPgn65228Dm3ClearInitMessage
0x0002439c,buildDiagnosticStatusMessage
0x00024664,initPgn65265CruiseSpeedHandler
0x000246fc,j1939HandlePgn65261CruiseControlSetup
0x00024800,initPgn65261CruiseControlSetupStruct
0x00024870,j1939HandlePgn65259ComponentId
0x000248dc,appendGovernorDroopDataToMessage
0x00024940,initPgn65259ComponentIdHandler
0x000249c4,sendJ1939ResponseFrame
0x00024afc,sendJ1939ExtendedResponse
0x00024b28,j1939HandlePgn65234Dm11ClearActive
0x00024b64,initPgn65234Dm11Handler
0x00024be8,j1939HandlePgn65226Dm1ActiveDtc
0x00024d78,processDm1FaultBroadcast
0x00024dd8,initPgn65226Dm1Handler
0x00024e78,j1939HandlePgn65227Dm2PreviousDtc
0x00025000,initPgn65227Dm2Handler
0x00025050,initPgn65227Dm2ResponseHandler
0x00025094,initPgn65229Dm4Handler
0x00025110,j1939BuildDm4FreezeFrame
0x00025390,j1939HandlePgn65229Dm4FreezeFrame
0x00025458,j1939HandlePgn65230Dm5Readiness
0x0002553c,initPgn65230Dm5Handler
0x000255c0,j1939SendDm1ResponseMessage
0x0002567c,j1939BuildEngineControlByte
0x00025884,setEngineControllerStateCode
0x0002588c,j1939GetEngineStateCode
0x00025a9c,transmitEngineStatusMessage
0x00025b10,j1939HandlePgn61443Eec2
0x00025d30,sendEec2WithDefaultValues
0x00025d60,initPgn61443Eec2Handler
0x00025de8,j1939SendOilPressureStatus
0x00025eb4,j1939HandlePgn65263FluidLevelPressure
0x00025fd8,initPgn65263FluidLevelPressureHandler
0x00026024,j1939HandlePgn65262EngineTemp
0x000260d4,buildEngineTempWithConditionCheck
0x0002619c,initPgn65262EngineTempHandler
0x0002622c,emptyStubFunctionJ1939A
0x00026238,j1939BuildVehicleOperatingStatus
0x000263a4,initJ1939SpeedControlMessage
0x0002641c,j1939SendDiagnosticStatusMessage
0x000264d8,j1939HandlePgn65270InletExhaustConditions
0x0002661c,initPgn65270InletExhaustHandler
0x00026650,j1939BuildProtocolModeStatus
0x000266f8,buildProtocolModeStatusMessage
0x00026850,initPgn65256VehicleMaintenanceHandler
0x00026884,j1939HandlePgn65242SoftwareId
0x000268ac,initPgn65242SoftwareIdHandler
0x000269f4,j1939HandlePgn65504ProprietaryA
0x00026aa4,buildVehicleMaintenanceStatusBits
0x00026bb0,j1939HandlePgn65248VehicleDistance
0x00026c6c,initPgn65248VehicleDistanceHandler
0x00026cf0,j1939HandlePgn65271VehicleElectrical
0x00026db4,j1939HandlePgn65260VehicleId
0x00026dd0,emptyStubFunctionJ1939B
0x00026ddc,initPgn65260VehicleIdHandler
0x00026e90,j1939SendSafetyStatusMessage
0x00026f78,emptyStubFunction4
0x00026f7c,emptyStubFunction5
0x00026f80,j1939FormatDm1Message
0x00026fb8,updateGovernorTorqueLimit
0x00027118,resetGovernorState
0x0002715c,processGovernorModeTransition
0x00027174,selectTorqueLimitByStateMachine
0x00027bc4,governorDroopCalculation
0x00027cc4,governorSpeedControl
0x00027d38,processSpeedSensorCompensation
